image_path,posture_type,category,landmarks
SittingData\bad\1\129.jpg,,bad,"[0.755882203578949, 0.06743091344833374, 0.9995729327201843, 0.7695940732955933, 0.03290700912475586, 0.9992485642433167, 0.7740753889083862, 0.03679591417312622, 0.9992642998695374, 0.7782644033432007, 0.03999608755111694, 0.9994174242019653, 0.7498896718025208, 0.015860259532928467, 0.9994286894798279, 0.7405003309249878, 0.00913625955581665, 0.9994946718215942, 0.7317502498626709, 0.003965437412261963, 0.9995598196983337, 0.7570785284042358, 0.04475516080856323, 0.9995132684707642, 0.7040177583694458, -0.00017726421356201172, 0.9986905455589294, 0.7455636858940125, 0.10428380966186523, 0.9951149225234985, 0.7262650728225708, 0.09164321422576904, 0.9949212670326233, 0.6525918245315552, 0.17390704154968262, 0.9982877373695374, 0.6177517771720886, 0.2284241020679474, 0.9939002990722656, 0.7310187816619873, 0.44483768939971924, 0.2750205993652344, 0.7402193546295166, 0.5636154413223267, 0.7766912579536438, 0.8798512816429138, 0.4939385652542114, 0.24776677787303925, 0.9174190759658813, 0.5570379495620728, 0.9088026285171509, 0.9168781042098999, 0.5044533014297485, 0.3038378655910492, 0.9658187627792358, 0.5733930468559265, 0.9153441190719604, 0.9353880286216736, 0.4870414137840271, 0.31347885727882385, 0.9700087308883667, 0.5338231325149536, 0.9217943549156189, 0.916796088218689, 0.4885592758655548, 0.3250712454319, 0.9542900323867798, 0.5255407691001892, 0.8995579481124878, 0.5162408947944641, 0.6489436030387878, 0.9892760515213013, 0.49566346406936646, 0.7007545828819275, 0.9896900653839111, 0.7673829197883606, 0.6650983095169067, 0.05679088458418846, 0.7873583436012268, 0.721519947052002, 0.647324800491333, 0.7335594892501831, 1.052526831626892, 0.04002809524536133, 0.746402382850647, 1.1643941402435303, 0.47410258650779724, 0.6956681609153748, 1.177146553993225, 0.08102446794509888, 0.7116244435310364, 1.2177218198776245, 0.6313496232032776, 0.7458065152168274, 1.163895606994629, 0.04409582540392876, 0.8232228755950928, 1.2560710906982422, 0.39148464798927307]"
SittingData\bad\1\13.jpg,,bad,"[0.7516580820083618, 0.08192890882492065, 0.9999892711639404, 0.7665572762489319, 0.045318663120269775, 0.9999879598617554, 0.7720192670822144, 0.04838991165161133, 0.9999842643737793, 0.7767758965492249, 0.05041009187698364, 0.9999886751174927, 0.747459352016449, 0.02623724937438965, 0.9999909400939941, 0.738858163356781, 0.01652771234512329, 0.9999880790710449, 0.7312601208686829, 0.00944375991821289, 0.9999908208847046, 0.7610054016113281, 0.05200815200805664, 0.9999922513961792, 0.7053893208503723, 0.009490966796875, 0.9999749660491943, 0.747448742389679, 0.11684411764144897, 0.9998655319213867, 0.7243744730949402, 0.10001528263092041, 0.9998584985733032, 0.6706691980361938, 0.2026561200618744, 0.9997668862342834, 0.6368176937103271, 0.20722222328186035, 0.9993225336074829, 0.6779260039329529, 0.4711710512638092, 0.19250065088272095, 0.6716620922088623, 0.5817771553993225, 0.9442257285118103, 0.8017171621322632, 0.5975261926651001, 0.1597653031349182, 0.8295584917068481, 0.6149100661277771, 0.922640323638916, 0.8096798658370972, 0.628105878829956, 0.19819657504558563, 0.8635450005531311, 0.6636399626731873, 0.8842372298240662, 0.8354257941246033, 0.6093844175338745, 0.19914557039737701, 0.8731955289840698, 0.6253433227539062, 0.8880513906478882, 0.8253015875816345, 0.5911603569984436, 0.21356022357940674, 0.8647221326828003, 0.6026465892791748, 0.8682562112808228, 0.5600648522377014, 0.6203325390815735, 0.9974815249443054, 0.5106592774391174, 0.658998429775238, 0.9975674152374268, 0.7848314642906189, 0.7331295013427734, 0.2583007216453552, 0.7954381704330444, 0.750429630279541, 0.9232829213142395, 0.7204635143280029, 1.1540344953536987, 0.0935024619102478, 0.7101824879646301, 1.1470452547073364, 0.5454413890838623, 0.6940652132034302, 1.2116036415100098, 0.12112505733966827, 0.668853223323822, 1.1926062107086182, 0.6302656531333923, 0.7457457184791565, 1.2511022090911865, 0.07435955107212067, 0.7799994349479675, 1.2745364904403687, 0.49442124366760254]"
SittingData\bad\1\130.jpg,,bad,"[0.758372962474823, 0.06579482555389404, 0.9998296499252319, 0.7716472148895264, 0.031538546085357666, 0.9997062087059021, 0.7762294411659241, 0.03539597988128662, 0.9997138381004333, 0.7804279327392578, 0.038911640644073486, 0.9997647404670715, 0.7524915933609009, 0.015359163284301758, 0.9997798800468445, 0.7428356409072876, 0.0088576078414917, 0.9998076558113098, 0.7335843443870544, 0.004001200199127197, 0.9998225569725037, 0.7578409910202026, 0.04463768005371094, 0.9997959733009338, 0.7042810916900635, 0.0014215707778930664, 0.9994716048240662, 0.7478300333023071, 0.10539782047271729, 0.9977129697799683, 0.7287408113479614, 0.09259885549545288, 0.9976760745048523, 0.6542303562164307, 0.1692821979522705, 0.9987208247184753, 0.6176518201828003, 0.22535553574562073, 0.9966138005256653, 0.7254443764686584, 0.4406501054763794, 0.300679087638855, 0.7405155897140503, 0.5639468431472778, 0.8493692874908447, 0.8756262063980103, 0.49037036299705505, 0.2681477665901184, 0.9173625707626343, 0.5552946329116821, 0.9395722150802612, 0.9101709723472595, 0.4962475299835205, 0.3309396803379059, 0.967732846736908, 0.571222722530365, 0.9444041848182678, 0.925921618938446, 0.4826550781726837, 0.3440479040145874, 0.9730921983718872, 0.5328998565673828, 0.9493393301963806, 0.9097299575805664, 0.48685193061828613, 0.3593461513519287, 0.9568169116973877, 0.5262385606765747, 0.9320167899131775, 0.516819179058075, 0.6398902535438538, 0.9928582906723022, 0.49658623337745667, 0.6916499137878418, 0.9938287138938904, 0.7714701890945435, 0.6723394989967346, 0.08037780225276947, 0.7892786860466003, 0.7240990400314331, 0.8017088174819946, 0.7400764226913452, 1.0267421007156372, 0.05258399620652199, 0.7511269450187683, 1.173755407333374, 0.6323745846748352, 0.7103590369224548, 1.1690211296081543, 0.1173248291015625, 0.7148927450180054, 1.2283954620361328, 0.7490412592887878, 0.7799586057662964, 1.1459294557571411, 0.06544975191354752, 0.8322973847389221, 1.2631803750991821, 0.544258177280426]"
SittingData\bad\1\131.jpg,,bad,"[0.756212592124939, 0.07204747200012207, 0.9999361038208008, 0.7693407535552979, 0.03430664539337158, 0.9998877048492432, 0.7736700177192688, 0.03766971826553345, 0.9998888969421387, 0.7776515483856201, 0.040541768074035645, 0.9999029636383057, 0.7516488432884216, 0.01928234100341797, 0.9999186992645264, 0.7430272698402405, 0.01315993070602417, 0.9999291896820068, 0.7342747449874878, 0.007748067378997803, 0.9999319314956665, 0.7551499605178833, 0.04578059911727905, 0.9999064207077026, 0.7022616863250732, 0.005589962005615234, 0.9997900128364563, 0.7456942200660706, 0.10992604494094849, 0.9987678527832031, 0.726875901222229, 0.09660989046096802, 0.9988227486610413, 0.6543391942977905, 0.17069151997566223, 0.9987801909446716, 0.624688446521759, 0.23237475752830505, 0.9965973496437073, 0.7290345430374146, 0.446130633354187, 0.2889780104160309, 0.7428716421127319, 0.5688555240631104, 0.843926191329956, 0.8805809020996094, 0.49616122245788574, 0.24568673968315125, 0.9270126819610596, 0.5589954853057861, 0.921807050704956, 0.9174475073814392, 0.4966391921043396, 0.3095156252384186, 0.9778194427490234, 0.5734930038452148, 0.9225948452949524, 0.9394006729125977, 0.48519235849380493, 0.31977277994155884, 0.9823988676071167, 0.5328059196472168, 0.92774897813797, 0.9196983575820923, 0.48886847496032715, 0.3327158987522125, 0.9681044816970825, 0.5244095921516418, 0.9051978588104248, 0.527793288230896, 0.6097506284713745, 0.9915488958358765, 0.494906485080719, 0.6907944679260254, 0.9932704567909241, 0.7612728476524353, 0.6544159650802612, 0.07372568547725677, 0.7895237803459167, 0.7219138145446777, 0.7866784334182739, 0.7296870946884155, 1.017884612083435, 0.04637782648205757, 0.7398608922958374, 1.1834001541137695, 0.5856019258499146, 0.6972696185112, 1.1643304824829102, 0.10377135127782822, 0.7034311294555664, 1.2383573055267334, 0.7231782674789429, 0.7572907209396362, 1.1391445398330688, 0.05515149608254433, 0.8231298923492432, 1.2774204015731812, 0.49813419580459595]"
SittingData\bad\1\132.jpg,,bad,"[0.7564564943313599, 0.07314562797546387, 0.9999345541000366, 0.7709332704544067, 0.03593647480010986, 0.9999016523361206, 0.7761286497116089, 0.040414392948150635, 0.9998906850814819, 0.7807069420814514, 0.043783366680145264, 0.999915599822998, 0.7512691020965576, 0.017470359802246094, 0.9999258518218994, 0.7429248690605164, 0.011066555976867676, 0.9999246597290039, 0.734993577003479, 0.005972862243652344, 0.9999332427978516, 0.7610966563224792, 0.04532766342163086, 0.9999244213104248, 0.7085708975791931, 0.0025849342346191406, 0.9997805953025818, 0.7481048107147217, 0.11441165208816528, 0.9988489151000977, 0.7261430025100708, 0.0979301929473877, 0.9988240599632263, 0.6551617383956909, 0.1852298080921173, 0.9990074038505554, 0.6246019005775452, 0.22482556104660034, 0.9967117309570312, 0.7301507592201233, 0.4462098181247711, 0.32445812225341797, 0.7414892911911011, 0.5677186846733093, 0.7946919202804565, 0.8824319243431091, 0.4998147487640381, 0.26462695002555847, 0.9309796094894409, 0.562900722026825, 0.9057561159133911, 0.9235912561416626, 0.5002190470695496, 0.32247909903526306, 0.980337381362915, 0.5773941278457642, 0.9084872603416443, 0.9406207203865051, 0.48750045895576477, 0.3260655105113983, 0.9847510457038879, 0.5351513624191284, 0.9137535095214844, 0.9255849123001099, 0.4937201142311096, 0.3383074104785919, 0.9686002731323242, 0.5278937816619873, 0.8930460214614868, 0.5169864892959595, 0.6578068137168884, 0.9935490489006042, 0.49881070852279663, 0.6911563277244568, 0.9941761493682861, 0.7676908373832703, 0.7075552344322205, 0.08668068051338196, 0.7928770780563354, 0.7195906639099121, 0.802342414855957, 0.703150749206543, 1.1276118755340576, 0.04388157278299332, 0.7398989200592041, 1.1815035343170166, 0.5693379044532776, 0.6758929491043091, 1.1877732276916504, 0.093797966837883, 0.7010179758071899, 1.2361583709716797, 0.7106214761734009, 0.7313358783721924, 1.188528060913086, 0.043544214218854904, 0.814909040927887, 1.2906889915466309, 0.48997384309768677]"
SittingData\bad\1\133.jpg,,bad,"[0.7603604197502136, 0.07159316539764404, 0.9998067021369934, 0.7748307585716248, 0.03761708736419678, 0.9996967315673828, 0.7800001502037048, 0.042913615703582764, 0.9996925592422485, 0.7844628691673279, 0.047618865966796875, 0.9997580647468567, 0.7544342279434204, 0.01673513650894165, 0.9997627139091492, 0.7459824085235596, 0.010719358921051025, 0.999777615070343, 0.7375227808952332, 0.005927443504333496, 0.9998028874397278, 0.7628320455551147, 0.05386322736740112, 0.9997815489768982, 0.7073497772216797, 0.006430625915527344, 0.9993539452552795, 0.7502745389938354, 0.11406373977661133, 0.9975009560585022, 0.7297922372817993, 0.09548759460449219, 0.9972735047340393, 0.6612108945846558, 0.18509835004806519, 0.9984557628631592, 0.6276249289512634, 0.23562894761562347, 0.9947190284729004, 0.7376524806022644, 0.45723333954811096, 0.2762044370174408, 0.7462606430053711, 0.5721815228462219, 0.7342277765274048, 0.8878645300865173, 0.5046991109848022, 0.21812182664871216, 0.9267137050628662, 0.5641133189201355, 0.8503802418708801, 0.9340152740478516, 0.5039408802986145, 0.27300307154655457, 0.9784400463104248, 0.5761212110519409, 0.8617872595787048, 0.9501074552536011, 0.492808073759079, 0.2790515720844269, 0.9836505651473999, 0.539909839630127, 0.869501531124115, 0.9296528100967407, 0.4976500868797302, 0.2913702726364136, 0.9668070077896118, 0.5344874858856201, 0.8402570486068726, 0.5125774145126343, 0.654167890548706, 0.9923772811889648, 0.49032559990882874, 0.696833610534668, 0.9926833510398865, 0.7691375017166138, 0.6739183664321899, 0.07823169231414795, 0.7821074724197388, 0.7227575778961182, 0.7187275290489197, 0.7344369888305664, 1.0533006191253662, 0.05129620060324669, 0.7414746880531311, 1.1986360549926758, 0.5580487251281738, 0.6958291530609131, 1.200237512588501, 0.10271593928337097, 0.7065282464027405, 1.2533581256866455, 0.6838096976280212, 0.7514558434486389, 1.1914724111557007, 0.0554666630923748, 0.8211958408355713, 1.3058807849884033, 0.46235600113868713]"
SittingData\bad\1\134.jpg,,bad,"[0.7634553909301758, 0.08157366514205933, 0.9998652935028076, 0.7803307771682739, 0.044150471687316895, 0.9997778534889221, 0.7859536409378052, 0.04959076642990112, 0.9997798800468445, 0.790265679359436, 0.05366414785385132, 0.9998219609260559, 0.7586315870285034, 0.022297441959381104, 0.9998244643211365, 0.7491926550865173, 0.014528036117553711, 0.9998376369476318, 0.7405990362167358, 0.008541584014892578, 0.9998513460159302, 0.7674985527992249, 0.05862385034561157, 0.9998364448547363, 0.7107672095298767, 0.005680680274963379, 0.9995036125183105, 0.7531102895736694, 0.12056225538253784, 0.9980027079582214, 0.7324150800704956, 0.10140019655227661, 0.9978501796722412, 0.6625791788101196, 0.18664079904556274, 0.9985296726226807, 0.6268025636672974, 0.2392181009054184, 0.994379460811615, 0.7393274903297424, 0.45417314767837524, 0.33051562309265137, 0.7481814622879028, 0.573489785194397, 0.7205291390419006, 0.895645797252655, 0.5082998275756836, 0.25691625475883484, 0.9345681667327881, 0.5681122541427612, 0.8232836127281189, 0.93381667137146, 0.5091027021408081, 0.3073873221874237, 0.984862744808197, 0.5769737958908081, 0.8352174758911133, 0.951289176940918, 0.500247061252594, 0.3163338303565979, 0.9916578531265259, 0.5417239665985107, 0.8460355997085571, 0.9333306550979614, 0.5035922527313232, 0.3322754502296448, 0.9751138687133789, 0.5384143590927124, 0.8161929845809937, 0.5155707001686096, 0.6587234139442444, 0.9904730916023254, 0.4896775186061859, 0.6957186460494995, 0.9903414249420166, 0.7689885497093201, 0.6684718132019043, 0.09825952351093292, 0.7864103317260742, 0.7063540816307068, 0.6959701776504517, 0.7230227589607239, 1.159383773803711, 0.05295872688293457, 0.7427998781204224, 1.1991603374481201, 0.4922647178173065, 0.6992656588554382, 1.2345303297042847, 0.10379953682422638, 0.7052701711654663, 1.2542836666107178, 0.6134615540504456, 0.7541928887367249, 1.214799165725708, 0.055892180651426315, 0.824428915977478, 1.3012486696243286, 0.40327557921409607]"
SittingData\bad\1\135.jpg,,bad,"[0.7707165479660034, 0.0841171145439148, 0.9998250603675842, 0.7861510515213013, 0.045572519302368164, 0.9997565150260925, 0.7919265031814575, 0.050494253635406494, 0.9997300505638123, 0.7972153425216675, 0.054567575454711914, 0.9998019337654114, 0.7638898491859436, 0.02361905574798584, 0.999796450138092, 0.7554863691329956, 0.017326414585113525, 0.9997801184654236, 0.7462016344070435, 0.011573493480682373, 0.9998165965080261, 0.7770339846611023, 0.06071299687027931, 0.9997863173484802, 0.7160281538963318, 0.007986783981323242, 0.9992177486419678, 0.760707676410675, 0.12364506721496582, 0.9967970252037048, 0.7366414666175842, 0.10571116209030151, 0.9963487386703491, 0.6702220439910889, 0.18777841329574585, 0.9970633387565613, 0.6348243355751038, 0.24592624604701996, 0.9839370250701904, 0.7421361804008484, 0.4580845236778259, 0.29123589396476746, 0.7552211284637451, 0.5853633284568787, 0.5332887768745422, 0.8946338891983032, 0.5117965340614319, 0.19172720611095428, 0.938775897026062, 0.5799750685691833, 0.5551595687866211, 0.9287664890289307, 0.5179867148399353, 0.22276835143566132, 0.987858772277832, 0.5858094692230225, 0.5502225160598755, 0.9423707723617554, 0.5082997679710388, 0.22964826226234436, 0.993560791015625, 0.5525369644165039, 0.5660338401794434, 0.9310883283615112, 0.5091565847396851, 0.24513228237628937, 0.975896954536438, 0.548575222492218, 0.5262854695320129, 0.5153740644454956, 0.6448490619659424, 0.9881629347801208, 0.4893510937690735, 0.6894811391830444, 0.9850721955299377, 0.7724651098251343, 0.6795040369033813, 0.11076482385396957, 0.7817521691322327, 0.7135301232337952, 0.5254223942756653, 0.7231664061546326, 1.1548556089401245, 0.050378017127513885, 0.7424653172492981, 1.1600677967071533, 0.2888980805873871, 0.7007507085800171, 1.2261998653411865, 0.08543244004249573, 0.7088415622711182, 1.2091343402862549, 0.3734126389026642, 0.7495187520980835, 1.2187927961349487, 0.040979936718940735, 0.8233305215835571, 1.2650420665740967, 0.20341366529464722]"
SittingData\bad\1\136.jpg,,bad,"[0.7794013619422913, 0.10176742076873779, 0.9998676776885986, 0.7909761071205139, 0.06153636798262596, 0.9998053908348083, 0.7957565188407898, 0.06515949964523315, 0.9997902512550354, 0.8001744747161865, 0.06702470779418945, 0.9998377561569214, 0.7743866443634033, 0.04543429613113403, 0.9998362064361572, 0.7670202255249023, 0.038748741149902344, 0.999828577041626, 0.7588077783584595, 0.031824707984924316, 0.9998528957366943, 0.781190037727356, 0.07058453559875488, 0.99982088804245, 0.7241933941841125, 0.02626115083694458, 0.9993959665298462, 0.7673750519752502, 0.13741755485534668, 0.9971873164176941, 0.7493423819541931, 0.12127631902694702, 0.9969459176063538, 0.6779682636260986, 0.2008456587791443, 0.9971010088920593, 0.6377037763595581, 0.2641410827636719, 0.9858200550079346, 0.7472872138023376, 0.4510449171066284, 0.27131330966949463, 0.7597106695175171, 0.6035301685333252, 0.6742634177207947, 0.9044113159179688, 0.5129960179328918, 0.19788788259029388, 0.9410795569419861, 0.5831089019775391, 0.7298873066902161, 0.9481943845748901, 0.5200629234313965, 0.2366398125886917, 0.9904146194458008, 0.5936746597290039, 0.7031142115592957, 0.9591505527496338, 0.5161574482917786, 0.2473832368850708, 0.9959429502487183, 0.5619128346443176, 0.7182386517524719, 0.9429728984832764, 0.5172168612480164, 0.26623114943504333, 0.9772707223892212, 0.5582064390182495, 0.6663421392440796, 0.5382848978042603, 0.6024582982063293, 0.9845482707023621, 0.48855483531951904, 0.6938076615333557, 0.9805677533149719, 0.7843257188796997, 0.650926947593689, 0.11350841820240021, 0.7752106189727783, 0.7237735390663147, 0.4352678060531616, 0.7356415390968323, 1.1467585563659668, 0.04291792958974838, 0.7349676489830017, 1.1258432865142822, 0.18074187636375427, 0.7134377956390381, 1.2189652919769287, 0.07942589372396469, 0.7021751403808594, 1.1633522510528564, 0.24879497289657593, 0.7630738019943237, 1.2318363189697266, 0.037477388978004456, 0.8111504912376404, 1.2340468168258667, 0.12337154895067215]"
SittingData\bad\1\137.jpg,,bad,"[0.7861302495002747, 0.10249507427215576, 0.9998670816421509, 0.8024489879608154, 0.06340295076370239, 0.9998297691345215, 0.8086023330688477, 0.0686107873916626, 0.9998056292533875, 0.814246416091919, 0.07240903377532959, 0.9998576641082764, 0.7810362577438354, 0.042433738708496094, 0.9998527765274048, 0.7726984024047852, 0.03545492887496948, 0.9998340606689453, 0.7631362676620483, 0.02839648723602295, 0.9998631477355957, 0.7948904633522034, 0.080078125, 0.99983811378479, 0.730044424533844, 0.02377796173095703, 0.9993422627449036, 0.7751398682594299, 0.14393723011016846, 0.9972570538520813, 0.7518129944801331, 0.1224825382232666, 0.9967317581176758, 0.6847006678581238, 0.21027633547782898, 0.9959481358528137, 0.6460429430007935, 0.27439889311790466, 0.9781638383865356, 0.7563828825950623, 0.4649805426597595, 0.26458945870399475, 0.762595534324646, 0.6123746633529663, 0.5084828734397888, 0.9104189276695251, 0.524348258972168, 0.16841676831245422, 0.9480493068695068, 0.5984963178634644, 0.5361266732215881, 0.9512149095535278, 0.525707483291626, 0.20617569983005524, 0.998959481716156, 0.604149580001831, 0.5316980481147766, 0.9609264135360718, 0.5235974788665771, 0.2176981419324875, 1.0027222633361816, 0.5754737854003906, 0.5516659617424011, 0.9474384784698486, 0.5265349745750427, 0.2346455603837967, 0.9839637279510498, 0.5755431056022644, 0.5013124942779541, 0.5246462225914001, 0.6301294565200806, 0.9798694849014282, 0.4905047118663788, 0.693617582321167, 0.9747743606567383, 0.7856517434120178, 0.6400370597839355, 0.10772331804037094, 0.7746870517730713, 0.7335560917854309, 0.41444504261016846, 0.7281643748283386, 1.1310397386550903, 0.03329272195696831, 0.7360370755195618, 1.1683861017227173, 0.19237886369228363, 0.7063800096511841, 1.2006852626800537, 0.06520045548677444, 0.7033289670944214, 1.2094731330871582, 0.23878008127212524, 0.7525262832641602, 1.2122881412506104, 0.028823550790548325, 0.8148540258407593, 1.2811152935028076, 0.1224910169839859]"
